processed_reviews,sentiment
"['verified', 'review', 'amman', 'london', 'heathrow', 'staff', 'minimalistic', 'service', 'rude', 'willing', 'helpful', 'go', 'way', 'make', 'good', 'impression', 'fly', 'often', 'often', 'ba', 'thought', 'id', 'try', 'realized', 'compare', 'major', 'airline']",positive
"['verified', 'review', 'london', 'heathrow', 'miami', 'paid', 'extra', 'exit', 'seat', 'best', 'thing', 'make', 'sure', 'get', 'one', 'closest', 'window', 'mainly', 'noone', 'stand', 'stretch', 'leg', 'etc', 'get', 'unlimited', 'leg', 'room', 'ability', 'stand', 'wander', 'stretch', 'whenever', 'want', 'good', 'value', 'ten', 'hour', 'flight', 'seat', 'narrow', 'entertainment', 'system', 'usual', 'etc', 'meal', 'fine', 'major', 'issue', 'british', 'airway', 'economy', 'penny', 'pinching', 'sit', 'welcome', 'snack', 'meal', 'seven', 'hour', 'later', 'hungry', 'pay', 'basic', 'snack', 'ridiculous', 'american', 'airline', 'put', 'box', 'pretzel', 'biscuit', 'etc', 'help', 'diet', 'coke', 'american', 'get', 'full', 'ml', 'british', 'airway', 'get', 'small', 'version', 'difference', 'flying', 'economy', 'different', 'airline', 'thing', 'count', 'ba', 'major', 'advantage', 'sadly', 'use']",positive
"['verified', 'review', 'lisbon', 'london', 'heathrow', 'ba', 'started', 'charging', 'food', 'drink', 'short', 'haul', 'flight', 'might', 'well', 'rebrand', 'budget', 'airline', 'last', 'year', 'leg', 'room', 'across', 'european', 'flight', 'business', 'economy', 'class', 'decreased', 'point', 'practically', 'budget', 'airline', 'said', 'practice', 'worse', 'budget', 'airline', 'least', 'main', 'budget', 'carrier', 'done', 'decent', 'thing', 'removing', 'seat', 'recline', 'button', 'eliminating', 'discomfort', 'even', 'without', 'seat', 'front', 'reclined', 'anyone', 'taller', 'packed', 'tightly', 'european', 'shorthaul', 'flight', 'staff', 'friendly', 'polite', 'however', 'often', 'struggling', 'pas', 'whole', 'economy', 'cabin', 'drinksfood', 'sale', 'service', 'especially', 'plane', 'full', 'flight', 'hour', 'min', 'result', 'thirsty', 'hungry', 'customer', 'also', 'almost', 'permanent', 'presence', 'service', 'trolley', 'aisle', 'blocking', 'access', 'toilet', 'business', 'class', 'sometimes', 'use', 'offered', 'free', 'meal', 'drink', 'reasonable', 'quality', 'however', 'term', 'legroom', 'seat', 'size', 'benefit', 'compared', 'economy', 'reason', 'continue', 'fly', 'ba', 'fairly', 'set', 'route', 'ba', 'generally', 'fly', 'time', 'suit', 'otherwise', 'get', 'little', 'way', 'added', 'value', 'benefit', 'avios', 'point', 'moving', 'membership', 'tier', 'hardly', 'worth', 'monetary', 'term', 'particularly', 'one', 'mostly', 'fly', 'within', 'europe', 'much', 'cheaper', 'get', 'lounge', 'membership', 'many', 'valid', 'european', 'beyond', 'airport', 'rather', 'remain', 'loyal', 'ba', 'day', 'flying', 'ba', 'well', 'decade', 'monthly', 'basis', 'sympathy', 'go', 'staff', 'fear', 'costcutting', 'get', 'next', 'doubt', 'detriment', 'high', 'standard', 'crew', 'maintain', 'day']",positive
"['verified', 'review', 'berlin', 'tegel', 'london', 'heathrow', 'decided', 'give', 'british', 'airway', 'chance', 'short', 'weekend', 'trip', 'london', 'come', 'price', 'beat', 'lowcost', 'airline', 'know', 'part', 'lowcost', 'experience', 'paying', 'bigger', 'price', 'checkedin', 'luggage', 'included', 'even', 'oneworld', 'emerald', 'pay', 'inflight', 'snack', 'beverage', 'plus', 'price', 'snack', 'drink', 'high', 'airline', 'introduced', 'service', 'lately', 'quality', 'good', 'price', 'even', 'airport', 'one', 'bad', 'thing', 'indeed', 'needed', 'lot', 'time', 'deliver', 'product', 'people', 'buying', 'stuff', 'took', 'age', 'could', 'get', 'order', 'well', 'cant', 'compete', 'ryanair', 'trying', 'better', 'thing', 'best', 'really', 'miss', 'day', 'british', 'airway', 'offering', 'tea', 'nad', 'coffee', 'free', 'little', 'snack', 'pleasure', 'fly', 'would', 'happy', 'get', 'back', 'day', 'good', 'thing', 'flight', 'landed', 'ahead', 'schedule', 'boarding', 'efficient', 'big', 'plus', 'seat', 'gorgeous', 'lot', 'space', 'comfortable', 'leather', 'seat', 'advice', 'please', 'dont', 'try', 'someone', 'else', 'stay', 'british', 'airway', 'used', 'success', 'come', 'losing', 'identity', 'cause', 'financial', 'damage', 'sandwich', 'tea', 'offered', 'free']",positive
"['verified', 'review', 'istanbul', 'london', 'heathrow', 'frequent', 'flyer', 'turkey', 'canada', 'got', 'first', 'time', 'flight', 'british', 'airway', 'feel', 'worst', 'airline', 'far', 'compared', 'others', 'imagine', 'even', 'give', 'cup', 'water', 'passenger', 'hour', 'flight', 'istanbul', 'london', 'explained', 'economical', 'concern', 'economical', 'benefit', 'serve', 'cup', 'water', 'also', 'london', 'vancouver', 'delayed', 'almost', 'hour', 'luggage', 'issue', 'passenger', 'feel', 'well', 'leave', 'plane', 'could', 'understandable', 'part', 'plane', 'old', 'boeing', 'screen', 'bad', 'quality', 'small', 'name', 'company', 'big', 'quality', 'service', 'far', 'average', 'cabin', 'crew', 'professional', 'though', 'mistake', 'enough', 'trouble', 'select', 'ba', 'flight', 'future']",negative
"['verified', 'review', 'filthy', 'dirty', 'tired', 'boeing', 'chicago', 'british', 'airway', 'first', 'class', 'seat', 'barely', 'business', 'class', 'seat', 'airline', 'food', 'absolutely', 'terrible', 'service', 'crew', 'hurried', 'disinterested', 'ife', 'movie', 'limited', 'selection', 'slow', 'airline', 'decline', 'dont', 'care', 'limited', 'competition', 'across', 'atlantic', 'summary', 'first', 'class', 'rather', 'class', 'finally', 'first', 'class', 'lounge', 'heathrow', 'dirty', 'worn']",negative
"['verified', 'review', 'london', 'heathrow', 'bangkok', 'walk', 'heathrow', 'feeling', 'world', 'class', 'airline', 'thats', 'stopped', 'minute', 'late', 'boarding', 'got', 'everyone', 'plane', 'say', 'sorry', 'technical', 'problem', 'passenger', 'didnt', 'turn', 'took', 'hour', 'fix', 'plane', 'didnt', 'tell', 'u', 'problem', 'remove', 'passenger', 'bag', 'gave', 'seat', 'lady', 'wanting', 'sit', 'friend', 'got', 'big', 'mistake', 'seat', 'recline', 'headrest', 'extender', 'broken', 'kept', 'slipping', 'upon', 'takeoff', 'aircon', 'decided', 'going', 'start', 'leaking', 'water', 'guy', 'sat', 'seat', 'enquired', 'staff', 'smiled', 'said', 'would', 'see', 'went', 'galley', 'behind', 'heard', 'say', 'coworker', 'thats', 'last', 'problem', 'coldest', 'plane', 'people', 'plane', 'wearing', 'winter', 'jacket', 'cold', 'took', 'blanket', 'put', 'head', 'wrapped', 'round', 'behind', 'elbow', 'pulled', 'foot', 'toilet', 'behind', 'continually', 'sucking', 'whole', 'flight', 'manually', 'reset', 'everyones', 'screen', 'old', 'fact', 'mobile', 'bigger', 'screen', 'leaf', 'lot', 'desired', 'mention', 'whatever', 'tried', 'watch', 'would', 'continual', 'lag', 'interior', 'seating', 'old', 'lumpy', 'im', 'sitting', 'writing', 'hour', 'later', 'backside', 'still', 'raw', 'dont', 'even', 'usbs', 'charge', 'phone', 'encourage', 'use', 'mobile', 'app', 'digital', 'boarding', 'pas', 'make', 'seamless', 'fail', 'put', 'usb', 'charge', 'point', 'around', 'plane', 'going', 'email', 'ba', 'ask', 'refund', 'return', 'ticket', 'honestly', 'say', 'airline', 'flown', 'year', 'far', 'worst']",negative
"['verified', 'review', 'gatwick', 'cape', 'town', 'journey', 'pleasant', 'surprise', 'didnt', 'expect', 'great', 'service', 'disappointed', 'didnt', 'expect', 'great', 'food', 'wine', 'disappointed', 'didnt', 'expect', 'comfortable', 'economy', 'seat', 'pleasantly', 'surprised', 'older', 'configuration', 'seat', 'pitch', 'economy', 'comfortable', 'seat', 'flew', 'south', 'africa', 'time', 'last', 'year', 'virgin', 'new', 'b', 'nightmare', 'comfort', 'seat', 'long', 'haul', 'far', 'important', 'anything', 'else', 'far', 'pleasant', 'experience', 'expected']",negative
"['verified', 'review', 'toronto', 'london', 'premium', 'economy', 'easy', 'check', 'fast', 'track', 'security', 'meant', 'lounge', 'within', 'min', 'unfortunately', 'clearing', 'restocking', 'earlier', 'flight', 'poor', 'choice', 'stale', 'sandwich', 'soup', 'last', 'leg', 'let', 'front', 'desk', 'know', 'staff', 'made', 'fresh', 'sandwich', 'also', 'beer', 'changed', 'lager', 'newcastle', 'brown', 'manager', 'fetched', 'ipa', 'first', 'lounge', 'really', 'good', 'customer', 'service', 'typical', 'lounge', 'disorganised', 'boarding', 'ever', 'pa', 'onboard', 'juice', 'water', 'offered', 'asked', 'sparking', 'wine', 'done', 'flight', 'london', 'crew', 'explained', 'cant', 'chilled', 'outstation', 'poor', 'excuse', 'given', 'club', 'first', 'fast', 'service', 'take', 'ok', 'entree', 'poor', 'salad', 'nasty', 'dry', 'piece', 'cake', 'ife', 'trip', 'christmas', 'seems', 'ife', 'updated', 'le', 'often', 'tea', 'coffee', 'juice', 'offered', 'landing', 'muffin', 'even', 'biscuit', 'really', 'poor', 'prompt', 'disembarking', 'bag', 'beat', 'baggage', 'belt', 'return', 'week', 'later', 'better', 'flight', 'easy', 'check', 'fast', 'track', 'queue', 'north', 'lounge', 'average', 'experience', 'ok', 'choice', 'sandwich', 'particularly', 'clean', 'need', 'refresh', 'bused', 'aircraft', 'boeing', 'premium', 'economy', 'half', 'full', 'half', 'glass', 'prosecco', 'offered', 'requested', 'top', 'forgotten', 'fast', 'bar', 'service', 'excellent', 'cabin', 'crew', 'offered', 'good', 'customer', 'service', 'ok', 'meal', 'rancid', 'coleslaw', 'ok', 'steak', 'tiny', 'pot', 'desert', 'generous', 'drink', 'unfortunately', 'dropping', 'afternoon', 'tea', 'back', 'inexplicable', 'really', 'poor', 'judgement', 'ba', 'offered', 'tc', 'plus', 'breakfast', 'bar', 'malt', 'loaf', 'finger', 'crew', 'genuinely', 'embarrassed', 'couple', 'sandwich', 'liberated', 'club', 'lounge', 'made', 'fast', 'plane', 'despite', 'slow', 'immigration', 'bag', 'beat', 'overall', 'flight', 'ok', 'certainly', 'standard', 'premium', 'economy', 'competitor', 'meal', 'nowhere', 'near', 'club', 'standard', 'cutting', 'small', 'thing', 'nibble', 'breakfast', 'afternoon', 'tea', 'irk', 'competitive', 'dont', 'take', 'wouldnt', 'mind', 'price', 'dont', 'go', 'reduction', 'service', 'despite', 'ceo', 'maintains', 'response', 'customer', 'feedback', 'ba', 'need', 'listen', 'saying', 'take', 'long', 'hard', 'look', 'conscious', 'decision', 'downgrade', 'service', 'become', 'bad', 'budget', 'airline', 'eventually', 'hardiest', 'u', 'loyal', 'ba', 'customer', 'give', 'move', 'airline', 'alliance', 'would', 'shame']",positive
"['verified', 'review', 'london', 'heathrow', 'stuttgart', 'fly', 'comfort', 'style', 'slogan', 'british', 'airway', 'much', 'either', 'around', 'day', 'willing', 'pay', 'extra', 'allocated', 'middle', 'seat', 'right', 'rear', 'gate', 'announcement', 'made', 'volunteer', 'check', 'handluggage', 'extra', 'cost', 'within', 'minute', 'burly', 'employee', 'told', 'check', 'cabin', 'bag', 'saying', 'believe', 'said', 'company', 'website', 'true', 'ten', 'passenger', 'equally', 'perplexed', 'suffered', 'fate', 'know', 'ten', 'another', 'employee', 'kept', 'counting', 'u', 'saying', 'need', 'ten', 'burly', 'employee', 'later', 'found', 'airbridge', 'make', 'sure', 'really', 'hand', 'cabin', 'bag', 'demeaning', 'experience', 'seat', 'row', 'tightly', 'packed', 'although', 'average', 'slim', 'build', 'found', 'seat', 'tight', 'fit', 'passenger', 'took', 'offer', 'purchase', 'food', 'drink', 'deceptive', 'upgrade', 'sold', 'beginning', 'year', 'still', 'reach', 'back', 'plane', 'shortly', 'landing', 'complimentary', 'food', 'drink', 'disappeared', 'also', 'newspaper', 'priority', 'boarding', 'u', 'frequent', 'flyer', 'return', 'journey', 'noticed', 'part', 'reason', 'new', 'policy', 'stuttgart', 'ground', 'staff', 'replaced', 'agency', 'staff', 'ba', 'better', 'frill', 'competitor', 'keep', 'facade', 'full', 'service', 'airline', 'full', 'service', 'price', 'loyal', 'customer', 'many', 'many', 'year', 'choose', 'competitor', 'future']",positive
"['verified', 'review', 'london', 'heathrow', 'la', 'vega', 'great', 'journey', 'flight', 'time', 'staff', 'professional', 'friendly', 'inflight', 'meal', 'tasty', 'portion', 'good', 'size', 'although', 'seat', 'bit', 'narrow', 'comfortable', 'leg', 'room', 'adequate', 'facility', 'plane', 'clean', 'would', 'definitely', 'fly', 'ba']",positive
"['verified', 'review', 'london', 'heathrow', 'rome', 'return', 'race', 'bottom', 'first', 'time', 'new', 'buy', 'onboard', 'service', 'happy', 'announced', 'flight', 'confirmed', 'disappointment', 'basically', 'work', 'understand', 'way', 'decided', 'offer', 'wide', 'range', 'food', 'option', 'would', 'accepted', 'kept', 'free', 'drink', 'even', 'soft', 'drink', 'chargeable', 'dont', 'think', 'acceptable', 'however', 'despite', 'extensive', 'menu', 'extremely', 'limited', 'selection', 'available', 'one', 'crew', 'member', 'came', 'round', 'soon', 'flight', 'took', 'took', 'order', 'hot', 'food', 'minute', 'wait', 'time', 'crew', 'came', 'around', 'drink', 'trolley', 'extremely', 'slow', 'payment', 'could', 'made', 'credit', 'card', 'avios', 'point', 'payment', 'added', 'significant', 'time', 'process', 'despite', 'sitting', 'row', 'front', 'cabin', 'didnt', 'get', 'drink', 'minute', 'started', 'one', 'trolley', 'still', 'serving', 'rear', 'cabin', 'starting', 'decent', 'ceo', 'alex', 'cruz', 'british', 'airway', 'airline', 'used', 'distinguish', 'competition', 'race', 'bottom', 'row', 'economy', 'abreast', 'cost', 'cutting', 'measure', 'mean', 'even', 'though', 'im', 'silver', 'exec', 'club', 'member', 'considering', 'future', 'travel', 'option', 'live', 'near', 'manchester', 'airport', 'klmair', 'france', 'lufthansa', 'attractive', 'option']",positive
"['verified', 'review', 'edinburgh', 'london', 'city', 'despite', 'confirmed', 'booking', 'attempted', 'checkin', 'prepaidfor', 'bag', 'edi', 'airport', 'flight', 'lcy', 'domestic', 'flight', 'told', 'couldnt', 'flight', 'oversold', 'accepted', 'offer', 'switch', 'later', 'flight', 'route', 'flybe', 'take', 'compensation', 'told', 'compensation', 'couldnt', 'authorised', 'wait', 'stood', 'around', 'minute', 'asked', 'move', 'way', 'one', 'point', 'blocking', 'others', 'given', 'copy', 'compensation', 'scheme', 'detail', 'despite', 'ba', 'website', 'claim', 'done', 'staff', 'seemed', 'unclear', 'simply', 'ignored', 'approached', 'desk', 'insisted', 'speak', 'supervisor', 'none', 'available', 'could', 'contacted', 'apparently', 'wasnt', 'allowed', 'transfer', 'flybe', 'flight', 'case', 'seat', 'became', 'available', 'original', 'flight', 'tagged', 'luggage', 'check', 'told', 'wait', 'another', 'minute', 'argued', 'fair', 'leave', 'limbo', 'given', 'confirmed', 'booking', 'first', 'place', 'basically', 'ignored', 'informed', 'flight', 'regularly', 'oversold', 'problem', 'people', 'checkedin', 'treated', 'nuisance', 'one', 'point', 'member', 'ba', 'check', 'staff', 'nothing', 'nobody', 'else', 'serve', 'whilst', 'standing', 'silently', 'waiting', 'ignored', 'minute', 'knowing', 'original', 'flight', 'closed', 'approached', 'supervisor', 'suddenly', 'available', 'talk', 'given', 'seat', 'asked', 'seat', 'magically', 'appeared', 'earlier', 'told', 'flight', 'already', 'full', 'seat', 'available', 'explained', 'seat', 'prepaid', 'others', 'checked', 'checkin', 'closing', 'could', 'give', 'seat', 'informed', 'resented', 'treated', 'rudely', 'staff', 'earlier', 'though', 'supervisor', 'professional', 'courteous', 'staff', 'untrained', 'deal', 'overbookings', 'done', 'nothing', 'wrong', 'deserve', 'treated', 'shabbily', 'like', 'problem', 'rather', 'customer', 'predictably', 'stressful', 'rush', 'security', 'ensure', 'denied', 'boarding', 'gate', 'late', 'even', 'though', 'arrived', 'airport', 'plenty', 'time', 'spare', 'originally', 'especially', 'domestic', 'flight', 'told', 'supervisor', 'airline', 'treat', 'customer', 'contempt', 'surprised', 'public', 'end', 'viewing', 'airline', 'contempt', 'current', 'policy', 'overbooking', 'passenger', 'pay', 'reserve', 'seat', 'advance', 'risk', 'getting', 'seat', 'even', 'though', 'confirmed', 'booking', 'would', 'call', 'cheating', 'saving', 'grace', 'experience', 'flight', 'punctual', 'unlike', 'mainline', 'ba', 'route', 'run', 'subsidiary', 'ba', 'cityflyer', 'still', 'offer', 'complimentary', 'drink', 'snack', 'cabin', 'crew', 'service', 'efficient', 'rate', 'stress', 'incurred', 'checking']",negative
"['verified', 'review', 'accra', 'london', 'heathrow', 'ba', 'hr', 'min', 'overnight', 'flight', 'sleeping', 'overnight', 'flight', 'economy', 'class', 'ordeal', 'bit', 'highly', 'disappointed', 'hour', 'landing', 'entered', 'french', 'airspace', 'cabin', 'light', 'put', 'bright', 'breakfastsnack', 'service', 'following', 'dinner', 'takeof', 'accra', 'since', 'service', 'consisted', 'cup', 'tea', 'coffee', 'cold', 'drink', 'even', 'biscuit', 'offered', 'shocked']",negative
"['verified', 'review', 'tale', 'two', 'airline', 'individual', 'approach', 'business', 'class', 'passenger', 'flying', 'mauritius', 'holiday', 'felt', 'given', 'flying', 'time', 'spoil', 'fly', 'upfront', 'comparative', 'comfort', 'business', 'class', 'british', 'airway', 'flight', 'okay', 'crew', 'friendly', 'cabin', 'worked', 'fine', 'however', 'totally', 'shocked', 'standard', 'catering', 'gatwick', 'lounge', 'small', 'issue', 'perhaps', 'part', 'business', 'class', 'experience', 'illustrate', 'point', 'attach', 'shot', 'walshs', 'policy', 'putting', 'shareholder', 'first', 'actually', 'mean', 'farepaying', 'passenger', 'confusing', 'layout', 'greets', 'one', 'south', 'terminal', 'ba', 'moved', 'serve', 'checkin', 'even', 'label', 'bag', 'pretty', 'frustrated', 'time', 'actually', 'found', 'lounge', 'greeted', 'totally', 'unacceptable', 'willie', 'rather', 'screwing', 'cost', 'benefit', 'shareholder', 'sort', 'display', 'overt', 'costcutting', 'lost', 'revenue', 'future', 'shortsighted', 'management', 'take', 'lesson', 'emirate', 'decided', 'fly', 'home', 'disgusted', 'experience', 'put', 'passenger', 'first']",positive
"['verified', 'review', 'london', 'heathrow', 'vancouver', 'returnboth', 'flight', 'punctual', 'sadly', 'aircraft', 'used', 'beginning', 'look', 'plus', 'year', 'age', 'especially', 'compared', 'ba', 'used', 'route', 'cabin', 'looking', 'rather', 'tired', 'worn', 'seat', 'comfortable', 'enough', 'hour', 'flight', 'pleased', 'booked', 'exit', 'row', 'seat', 'additional', 'room', 'ife', 'system', 'also', 'quite', 'dated', 'limited', 'compared', 'modern', 'offering', 'plus', 'side', 'cabin', 'staff', 'friendly', 'helpful', 'courteous', 'somewhere', 'ba', 'seem', 'well', 'food', 'drink', 'complimentary', 'decent', 'quality', 'economy', 'class', 'boarding', 'yvr', 'well', 'organised', 'le', 'heathrow', 'end', 'also', 'shame', 'flight', 'depart', 'cramped', 'terminal', 'heathrow', 'overall', 'reasonable', 'experience', 'one', 'could', 'improve', 'excellent', 'bit', 'polish']",positive
"['verified', 'review', 'return', 'trip', 'washington', 'dulles', 'london', 'heathrow', 'flight', 'barely', 'quarter', 'full', 'going', 'washington', 'flight', 'probably', 'third', 'full', 'attendant', 'said', 'quietest', 'every', 'seen', 'given', 'really', 'look', 'empty', 'food', 'service', 'good', 'way', 'aircraft', 'couple', 'year', 'old', 'plenty', 'room', 'downstairs', 'cabin', 'overhead', 'locker', 'seemed', 'larger', 'airliner', 'id', 'flown', 'given', 'exit', 'row', 'seat', 'welcome', 'ba', 'usually', 'charge', 'seat', 'meant', 'foot', 'legroom', 'next', 'cabin', 'front', 'business', 'class', 'toilet', 'curtained', 'entire', 'flight', 'meaning', 'area', 'quiet', 'real', 'gripe', 'although', 'snack', 'served', 'hour', 'landing', 'downgraded', 'small', 'meal', 'tiny', 'twix', 'chocolate', 'cup', 'coffee', 'flight', 'cost', 'using', 'airmiles', 'knocked', 'load', 'interactive', 'channel', 'watch', 'film', 'werent', 'best', 'thats', 'personal', 'thing']",positive
"['verified', 'review', 'bangkok', 'london', 'british', 'airway', 'im', 'frequent', 'flyer', 'change', 'decided', 'fly', 'ba', 'london', 'thailand', 'hour', 'journey', 'seated', 'realized', 'seat', 'cushion', 'coming', 'away', 'underneath', 'lot', 'litter', 'realized', 'cant', 'watch', 'movie', 'etc', 'due', 'fact', 'sound', 'informed', 'cabin', 'crew', 'said', 'report', 'relevant', 'people', 'etc', 'complaint', 'food', 'taste', 'whatsoever', 'served', 'plastic', 'cutlery', 'broke', 'time', 'short', 'would', 'recommend', 'flying', 'ba']",negative
"['verified', 'review', 'london', 'hong', 'kong', 'british', 'airway', 'flight', 'good', 'booked', 'best', 'business', 'seat', 'imperative', 'flying', 'ba', 'get', 'best', 'seat', 'k', 'seat', 'standard', 'long', 'haul', 'business', 'yet', 'similar', 'seat', 'better', 'service', 'good', 'food', 'adequate', 'fly', 'route', 'many', 'time', 'ba', 'rather', 'cx', 'cx', 'better', 'ba', 'better', 'priced', 'get', 'best', 'seat', 'point', 'b']",positive
"['verified', 'review', 'flying', 'british', 'airway', 'paris', 'london', 'le', 'convenient', 'major', 'airline', 'check', 'counter', 'located', 'one', 'floor', 'basement', 'good', 'occasion', 'business', 'class', 'lounge', 'relocated', 'cathay', 'pacific', 'lounge', 'caters', 'long', 'haul', 'passenger', 'boarding', 'time', 'held', 'tarmac', 'half', 'hour', 'ba', 'fault', 'pilot', 'tried', 'make', 'time', 'still', 'failed', 'minute', 'lost', 'allotted', 'time', 'aircraft', 'parked', 'mile', 'away', 'inconvenient', 'stair', 'deplane', 'coach', 'connection', 'good', 'business', 'passenger', 'taken', 'away', 'first', 'separate', 'car', 'flight', 'ok', 'snack', 'drink']",negative
"['verified', 'review', 'chicago', 'london', 'heathrow', 'dont', 'waste', 'money', 'buying', 'ba', 'seat', 'assignment', 'advance', 'month', 'ago', 'time', 'made', 'booking', 'paid', 'aisle', 'seat', 'choice', 'went', 'back', 'one', 'week', 'journey', 'aisle', 'seat', 'gone', 'placed', 'undesirable', 'middle', 'seat', 'remedy', 'five', 'call', 'three', 'day', 'ba', 'connected', 'people', 'delhi', 'whose', 'vocabulary', 'unfortunately', 'sorry', 'deceived', 'lied', 'put', 'flown', 'british', 'many', 'time', 'absolutely', 'last', 'time', 'acceptable', 'make', 'error', 'totally', 'unacceptable', 'callously', 'make', 'effort', 'rectify', 'take', 'advice', 'choose', 'another', 'airline', 'oneworld', 'emerald', 'flyer', 'aa', 'flew', 'k', 'mile', 'last', 'year', 'tell', 'good', 'service', 'bad', 'british', 'airway', 'unfortunately', 'declined', 'badly']",negative
"['verified', 'review', 'quality', 'british', 'airway', 'certainly', 'gone', 'downhill', 'short', 'haul', 'london', 'heathrow', 'rome', 'nothing', 'easyjet', 'online', 'check', 'quick', 'easy', 'terminal', 'delight', 'however', 'online', 'check', 'available', 'hour', 'departure', 'unlike', 'easyjet', 'allows', 'check', 'day', 'prior', 'departure', 'good', 'part', 'journey', 'boarded', 'packed', 'old', 'decaying', 'middle', 'seat', 'e', 'narrow', 'impossible', 'get', 'seat', 'flight', 'row', 'without', 'notice', 'go', 'deicing', 'meant', 'min', 'delay', 'service', 'however', 'catch', 'min', 'inbound', 'flight', 'newer', 'better', 'seat', 'skymap', 'due', 'slot', 'restriction', 'rome', 'london', 'flight', 'also', 'delayed', 'flight', 'new', 'buy', 'board', 'poorly', 'done', 'taking', 'forever', 'limited', 'range', 'overpriced', 'product', 'therefore', 'conclude', 'airline', 'one', 'month', 'ago', 'offering', 'meal', 'short', 'haul', 'flight', 'well', 'always', 'time', 'nothing', 'low', 'cost', 'carrier', 'older', 'plane', 'useless', 'service', 'shame']",positive
"['verified', 'review', 'london', 'heathrow', 'brussels', 'living', 'england', 'month', 'dcided', 'go', 'back', 'home', 'week', 'terrifying', 'flying', 'choose', 'plane', 'anyway', 'happy', 'chosen', 'ba', 'airport', 'gate', 'plane', 'felt', 'safe', 'people', 'listen', 'chance', 'two', 'time', 'going', 'back', 'meet', 'captain', 'cockpit', 'feel', 'better', 'crew', 'nice', 'friendly', 'thanks', 'comfortable', 'flight', 'ready', 'take', 'plane', 'clean', 'nice']",positive
"['verified', 'review', 'partner', 'flew', 'dublin', 'seattle', 'via', 'london', 'heathrow', 'british', 'airway', 'heathrow', 'seattle', 'b', 'slightly', 'dated', 'seat', 'rather', 'cramped', 'making', 'impossible', 'sleep', 'hr', 'flight', 'online', 'checkin', 'wasnt', 'possible', 'werent', 'able', 'select', 'seat', 'booking', 'iberia', 'flight', 'number', 'even', 'though', 'operated', 'ba', 'made', 'lengthy', 'phone', 'call', 'response', 'given', 'nothing', 'could', 'done', 'airport', 'arrived', 'early', 'airport', 'find', 'plane', 'overbooked', 'partner', 'didnt', 'get', 'seat', 'together', 'ground', 'staff', 'could', 'nothing', 'luckily', 'able', 'swap', 'another', 'passenger', 'board', 'food', 'bland', 'say', 'least', 'possibly', 'worse', 'carrier', 'ive', 'ever', 'flown', 'however', 'service', 'provided', 'cabin', 'crew', 'excellent', 'would', 'fly', 'ba']",negative
"['verified', 'review', 'whole', 'experience', 'poor', 'flying', 'london', 'heathrow', 'athens', 'ancient', 'aircraft', 'poor', 'inflight', 'entertainment', 'new', 'food', 'offering', 'purchase', 'food', 'slow', 'lacking', 'limited', 'range', 'product', 'short', 'haul', 'athens', 'hour', 'classified', 'ba', 'low', 'cost', 'carrier', 'without', 'efficiency', 'established', 'low', 'cost', 'carrier', 'sole', 'advantage', 'fly', 'tofrom', 'major', 'airport', 'airline', 'trading', 'past', 'reputation', 'matter', 'time', 'largely', 'loyal', 'customer', 'base', 'desert', 'alternative', 'airline']",negative
"['verified', 'review', 'doha', 'london', 'heathrow', 'flown', 'doha', 'qatar', 'airway', 'flight', 'british', 'airway', 'shock', 'start', 'club', 'world', 'seat', 'comfortable', 'hardly', 'anywhere', 'stow', 'bit', 'piece', 'cabin', 'crew', 'indifferent', 'departed', 'approximately', 'immediately', 'reaching', 'cruising', 'altitude', 'informed', 'serving', 'lunch', 'told', 'would', 'given', 'sandwich', 'descent', 'hour', 'flight', 'cynical', 'person', 'might', 'think', 'crew', 'wanted', 'get', 'meal', 'service', 'way', 'early', 'dont', 'know', 'timezone', 'lunch', 'possibly', 'bangkok', 'certainly', 'doha', 'london', 'time', 'hour', 'rang', 'bell', 'female', 'cabin', 'crew', 'person', 'came', 'asked', 'incredulously', 'ring', 'bell', 'yes', 'entire', 'flight', 'asked', 'sandwich', 'told', 'would', 'wait', 'want', 'five', 'course', 'meal', 'sandwich', 'flown', 'qatar', 'airway', 'entire', 'menu', 'la', 'carte', 'order', 'anything', 'time', 'apparently', 'preprepared', 'sandwich', 'big', 'ask', 'business', 'class', 'pointedly', 'ignored', 'rest', 'flight', 'complain', 'immediately', 'ba', 'credit', 'received', 'response', 'basically', 'sorry', 'felt', 'way', 'never', 'pay', 'fortune', 'basic', 'service']",positive
"['verified', 'review', 'never', 'touch', 'british', 'airway', 'flown', 'ba', 'route', 'orlando', 'london', 'heathrow', 'long', 'time', 'service', 'seriosuly', 'gone', 'downhill', 'went', 'back', 'plane', 'ask', 'snack', 'told', 'buy', 'paid', 'ticket', 'replied', 'im', 'ive', 'paid', 'enough', 'flight', 'already', 'cabin', 'manager', 'replied', 'well', 'thats', 'way', 'industry', 'going', 'people', 'want', 'value', 'money', 'get', 'airline', 'dont', 'like', 'tough', 'never', 'spoken', 'rudely', 'member', 'staff', 'life', 'well', 'seat', 'old', 'screen', 'didnt', 'work', 'airline', 'namely', 'air', 'new', 'zealand', 'singapore', 'airline', 'even', 'american', 'opinion', 'represent', 'lot', 'better', 'value', 'money', 'even', 'still', 'get', 'snack', 'long', 'haul', 'flight', 'guess', 'airline', 'right']",positive
